idiom,explanation,original_sentence,original_paraphrase
惊受怕,心,我爹死得早，我和我娘全凭叔叔和小娘照顾，可祸不单行，我小娘就瘫了，她也是没福的人，叔叔‘文革’中受批斗，她身子好好的，担惊受怕，叔叔恢复工作了，她却一场中风，至今半死不活地躺着。,我爹死得早，我和我娘全凭叔叔和小娘照顾，可不幸接连发生，我小娘就瘫了，她也是没福的人，叔叔‘文革’中受批斗，她身子好好的，害怕担心，叔叔恢复工作了，她却一场中风，至今奄息地躺着。
慷慨激,情绪高,"前几天""博雅""宅的老先生来看玉，慷慨激昂地说起这事，说是中国人去参加巴黎的和平会议，要求取消袁世凯跟外国人签订的""二十一条""，收回青岛，堂堂的""战胜国""的这个要求却被拒绝，才酿成了学生们""外争国权，内惩国贼""的举动。","前几天""博雅""宅的老先生来看玉，情绪高昂地说起这事，说是中国人去参加巴黎的和平会议，要求取消袁世凯跟外国人签订的""二十一条""，收回青岛，堂堂的""战胜国""的这个要求却被拒绝，才酿成了学生们""外争国权，内惩国贼""的举动。"
天,，把地当作,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们幕天席地，过着无拘无束的生活。,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们把天当作屏幕，把地当作席子，过着无虑的生活。
地,子,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们幕天席地，过着无拘无束的生活。,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们把天当作屏幕，把地当作席子，过着无虑的生活。
拘无束,虑,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们幕天席地，过着无拘无束的生活。,过去，这些以传统畜牧业为生的游牧民族，带着大批牛羊，随着季节到处迁移，他们把天当作屏幕，把地当作席子，过着无虑的生活。
大,有,告别杰里科之后往北，了巨决就到了大名鼎鼎的’‘约且西河岸”。,告别杰里科之后往北，了巨决就到了有名的’‘约且西河岸”。
清一,同,王琦瑶赶紧把牌抹了，说她半路想做清一色，这一对就不想要了。,王琦瑶赶紧把牌抹了，说她半路想做同色，这一对就不想要了。
荡然无,不,三十二年归故国，祖宅已荡然无存，变成了一座颇具规模,三十二年归故国，祖宅已不存在，变成了一座颇具规模
密层层,集,密密层层的云雾，藏进了中国现代史的神秘经纬。,密集的云雾，藏进了中国现代史的神秘经纬。
如,按现有的方,幼儿自称乳名，却因为自我观念还未十分发达，听见人家称自己乳名，也就如法炮制，可教大人听着乐，为的是“像煞有介事”。,幼儿自称乳名，却因为自我观念还未十分发达，听见人家称自己乳名，也就按现有的方法办事，可教大人听着乐，为的是“没事找事”。
炮制,办事,幼儿自称乳名，却因为自我观念还未十分发达，听见人家称自己乳名，也就如法炮制，可教大人听着乐，为的是“像煞有介事”。,幼儿自称乳名，却因为自我观念还未十分发达，听见人家称自己乳名，也就按现有的方法办事，可教大人听着乐，为的是“没事找事”。
的,里,深更半夜的，睡得好好的．他突然坐起来了，摁下手电，在家里到处照。,半夜里，睡得好好的．他突然坐起来了，摁下手电，在家里到处照。
食其力,己生存,醒来，我心中高兴了一些，我现在是自食其力，用我的劳力自己挣饭吃。,醒来，我心中高兴了一些，我现在是靠自己生存，用我的劳力自己挣饭吃。
和颜,欣,"郑晓京明白了，和颜悦色地说：""说什么傻话？","郑晓京明白了，欣悦地说：""说什么傻话？"
闭,关,反省就是要闭门思过，要诚心诚意的想，我们祖宗的罪孽深重，我们自己的罪孽深重；要认清了罪孽所在，然后我们可以用全副精力去消灾灭罪。,反省就是要关门思过，要诚心的想，我们祖宗的重罪，我们自己的重罪；要认清了罪孽所在，然后我们可以用全副精力去消灾灭罪。
无可忍,受,“西门闹，你要知道，我对你已经忍无可忍，如果每个鬼魂都像你这样难缠，,“西门闹，你要知道，我对你已经无法忍受，如果每个鬼魂都像你这样难缠，
想不到,外,它始终藏匿在表情的深处；一个意想不到的表情就能使失去的时光从头来过。,它始终藏匿在表情的深处；一个十分意外的表情就能使失去的时光从头来过。
唯命是,很,先来校的四个中国文学系的讲师和助教早和他打成一片，学生也唯命是听。,先来校的四个中国文学系的讲师和助教早和他玩得很好，学生也很听话。
从天而,突然,对于仍然怀着侥幸心里留在桥头的工匠们来说，等于大救星从天而降！,对于仍然怀着侥幸心里留在桥头的工匠们来说，等于大救星突然降临！
平心,冷,一种，姑且名之为“方法”，曰无成见而平心静气地“分析”。,一种，姑且名之为“方法”，曰无成见而冷静地“分析”。
一无所,不,对于真正的建造目的、建造过程、建造方式，我们全然一无所知。,对于真正的建造目的、建造过程、建造方式，我们全然不知道。
天下,实现,九请扁鹊来治病，十请托塔天王金吒木吒哪吒三太子率领十万天兵，下凡助我灭洋兵，灭了洋兵天下太平，玉皇大帝急急如勒令——”,九请扁鹊来治病，十请托塔天王金吒木吒哪吒三太子率领十万天兵，下凡助我灭洋兵，灭了洋兵实现太平，玉皇大帝急急如勒令——”
百,多次阅,简化成“百读不厌”这个成语，却就着重在读的书或作品了。,简化成多次阅读都不会厌烦，却就着重在读的书或作品了。
弯抹角,地,可是，我们先不要转弯抹角说话儿，好不好？”,可是，我们先不要婉转地说话儿，好不好？”
针见血,下子,一惊之时尚在年少，不敢说已有自知之明，但潜意识不受束缚，一针见血什么都看得清楚。,一惊之时尚在年少，不敢说自己已经十分明白，但潜意识不受束缚，一下子什么都看得清楚。
无关紧,不重,夜间，我们又谈些闲天，都是无关紧要的话；第二天早晨，他就领了水生回去了。,夜间，我们又谈些闲天，都是不重要的话；第二天早晨，他就领了水生回去了。
全神贯,专,（堇修高兴地拉着阴太太的手，魏和员外全神贯注地听着，三错拍了一下手，员外用手臂碰碰,（堇修高兴地拉着阴太太的手，魏和员外专注地听着，三错拍了一下手，员外用手臂碰碰
若,时,什么时候小鞋子变成了大鞋子，短衣服变成了长衣服，冲天的羊角辫变成了披肩发或微微浪起的卷发，脸上何时又抹上了一层淡淡的胭脂，嘴唇为什么变得红亮红亮的，身上何时又散发出若有若无的香味，肥大的超脚裤怎么变成了紧身的牛仔裤，为什么出门前总在镜前照一下，什么时候学会了美，为什么要体现气质，要追求协调，要有风度？,什么时候小鞋子变成了大鞋子，短衣服变成了长衣服，冲天的羊角辫变成了披肩发或微微浪起的卷发，脸上何时又抹上了一层淡淡的胭脂，嘴唇为什么变得红亮红亮的，身上何时又散发出时有时无的香味，肥大的超脚裤怎么变成了紧身的牛仔裤，为什么出门前总在镜前照一下，什么时候学会了美，为什么要体现气质，要追求协调，要有风度？
若,时,什么时候小鞋子变成了大鞋子，短衣服变成了长衣服，冲天的羊角辫变成了披肩发或微微浪起的卷发，脸上何时又抹上了一层淡淡的胭脂，嘴唇为什么变得红亮红亮的，身上何时又散发出若有若无的香味，肥大的超脚裤怎么变成了紧身的牛仔裤，为什么出门前总在镜前照一下，什么时候学会了美，为什么要体现气质，要追求协调，要有风度？,什么时候小鞋子变成了大鞋子，短衣服变成了长衣服，冲天的羊角辫变成了披肩发或微微浪起的卷发，脸上何时又抹上了一层淡淡的胭脂，嘴唇为什么变得红亮红亮的，身上何时又散发出时有时无的香味，肥大的超脚裤怎么变成了紧身的牛仔裤，为什么出门前总在镜前照一下，什么时候学会了美，为什么要体现气质，要追求协调，要有风度？
肃然起,深表,那时我们还年轻，我们对这位衣冠灿烂的教授肃然起敬。,那时我们还年轻，我们对这位衣冠灿烂的教授深表敬意。
不忘,懂得感,因为在大傩中的人，请求神的帮助，不出几件事：要发财，要添丁，要家中人口清吉，要牛羊孳乳，要情人不忘恩负义；纵有些人也有希望凭了神的保佑将仇人消灭的，这类不合理要求，当然无从代表，然而互相向神纳贿，则互相了销，神的威灵仿佛独于这一件无应验，所以受神巫处治的纵多，也不能出二十个人以上。,因为在大傩中的人，请求神的帮助，不出几件事：要发财，要添丁，要家中人口清吉，要牛羊孳乳，要情人懂得感恩；纵有些人也有希望凭了神的保佑将仇人消灭的，这类不合理要求，当然无从代表，然而互相向神纳贿，则互相了销，神的威灵仿佛独于这一件无应验，所以受神巫处治的纵多，也不能出二十个人以上。
八门,样繁多,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，林林总总，性能不同、款式不同，五花八门，令人眼花缭乱。,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，很多，性能不同、款式不同，花样繁多，令人看不过来。
声色俱,十分严,赵守义几乎是声色俱厉了，好像对面的人就是王伯申。,赵守义几乎是十分严厉了，好像对面的人就是王伯申。
前所未,从来没,在香港，他有足夠的錢可以用，在前所未有的自由之下，又有了花錢的機會。,在香港，他有足夠的錢可以用，在从来没有的自由之下，又有了花錢的機會。
而远之,却不敢靠近,他们若不跳出圈去欺侮人，人们也就不敢无故地招惹他们，彼此敬而远之。,他们若不跳出圈去欺侮人，人们也就不敢无故地招惹他们，彼此尊敬却不敢靠近。
尾,里,在每一个大城里，我的心总是属于街头巷尾，博物馆是早年的功课和惊叹，而今，现世民间的活泼才是牢牢抓住我的大欢喜。,在每一个大城里，我的心总是属于大小街巷里，博物馆是早年的功课和惊叹，而今，现世民间的活泼才是牢牢抓住我的大欢喜。
