idiom,explanation,original_sentence,original_paraphrase
意,含,尽管如此，这份首次充分表达政府意图的预算案仍然意义深长，并且让我落入了自相矛盾的处境。,尽管如此，这份首次充分表达政府意图的预算案仍然含义深刻，并且让我落入了矛盾的处境。
长,刻,尽管如此，这份首次充分表达政府意图的预算案仍然意义深长，并且让我落入了自相矛盾的处境。,尽管如此，这份首次充分表达政府意图的预算案仍然含义深刻，并且让我落入了矛盾的处境。
假,伪装,蔑视那些假仁假义的左翼分子，因为她们凭借自己丈夫而得到权力和财富。,蔑视那些伪装仁慈善良的左翼分子，因为她们凭借自己丈夫而得到权力和财富。
假义,慈善良,蔑视那些假仁假义的左翼分子，因为她们凭借自己丈夫而得到权力和财富。,蔑视那些伪装仁慈善良的左翼分子，因为她们凭借自己丈夫而得到权力和财富。
面目,相,"这一切进一步揭示了所捏造的""脱北者间谍案""的庐山真面目。","这一切进一步揭示了所捏造的""脱北者间谍案""的真相。"
其,怎样的,史密斯先生和汤米两人都寡言、腼腆，真是有其父必有其子。,史密斯先生和汤米两人都寡言、腼腆，真是有怎样的父亲就有怎样的儿子。
必,亲就,史密斯先生和汤米两人都寡言、腼腆，真是有其父必有其子。,史密斯先生和汤米两人都寡言、腼腆，真是有怎样的父亲就有怎样的儿子。
其,怎样的儿,史密斯先生和汤米两人都寡言、腼腆，真是有其父必有其子。,史密斯先生和汤米两人都寡言、腼腆，真是有怎样的父亲就有怎样的儿子。
硕,巨,在离选举日还有四个月的时间，有五个人聚集在里根－布什总部的一个小型会议室里，翻着看一张硕大无比的日历，日历上清晰地标识出了1984年总统竞选剩下的日子。,在离选举日还有四个月的时间，有五个人聚集在里根－布什总部的一个小型会议室里，翻着看一张巨大的日历，日历上清晰地标识出了1984年总统竞选剩下的日子。
济,佳,在一段时运不济的时期，汉被迫将一批赫特人贾巴的走私香料中途丢弃。,在一段时机和命运不佳的时期，汉被迫将一批赫特人贾巴的走私香料中途丢弃。
狐,不正经的,你可以完全自由的和你的狐朋狗友在一起，聚会到天亮，或者为你个人的兴趣和爱好提供足够丰富的时间。,你可以完全自由的和你的不正经的朋友在一起，聚会到天亮，或者为你个人的兴趣和爱好提供足够丰富的时间。
形容,描述,唇齿相依是对我们关系的最好形容。,像嘴唇和牙齿之间的相互依存关系是对我们关系的最好描述。
当作耳边风,不放在心上,让蒂姆捎信没有用，我对他讲的任何事他都当作耳边风。,让蒂姆捎信没有用，我对他讲的任何事他都不放在心上。
伤风,道德,他从未做过任何伤风败俗的事。,他从未做过任何道德败坏的事。
俗,坏,他从未做过任何伤风败俗的事。,他从未做过任何道德败坏的事。
结果劳而无,但没有成,他们企图使这些陈旧的工业现代化，结果劳而无功。,他们企图使这些陈旧的工业现代化，但没有成功。
根究底,问事情的原由,这使我们有机会对这项具有根本重要意义的问题追根究底，为什么这仍然是本会议的第一项议程项目，以及始终是主要的关注。,这使我们有机会对这项具有根本重要意义的问题追问事情的原由，为什么这仍然是本会议的第一项议程项目，以及始终是主要的关注。
认,意,我国认识到安哥拉的男女老幼经历的无法形容的巨大苦难。,我国意识到安哥拉男子、妇女、老人和儿童所遭受的难以形容的折磨。
男女老幼经历的无法,难以,我国认识到安哥拉的男女老幼经历的无法形容的巨大苦难。,我国意识到安哥拉男子、妇女、老人和儿童所遭受的难以形容的折磨。
烂不堪,旧,监狱设施已破烂不堪，这使得越狱更为容易。每次越狱案件的发生都使得公众更加担忧监狱系统及其对公共治安的影响。,监狱设施已非常破旧，这使得越狱更为容易。每次越狱案件的发生都使得公众更加担忧监狱系统及其对公共治安的影响。
是,作为,鲨鱼可能会再来袭击我，但是一个手无寸铁的人，如何在黑暗中对付它们呢？,鲨鱼可能会再袭击我一次，但作为一个没有反抗能力的人，又怎么能在黑暗中对付它们呢？
如何,又怎么能,鲨鱼可能会再来袭击我，但是一个手无寸铁的人，如何在黑暗中对付它们呢？,鲨鱼可能会再袭击我一次，但作为一个没有反抗能力的人，又怎么能在黑暗中对付它们呢？
致勃勃,头很足,同乐会，有点像美国的谷仓舞，是跳集体舞和招呼要帮助的初学者的一种兴致勃勃的社会活动，就像这样，外赫布里底群岛卡色贝的年轻苏格兰人开始学习舞步。,同乐会，有点像美国的谷仓舞，是跳集体舞和招呼要帮助的初学者的一种兴头很足的社会活动，就像这样，外赫布里底群岛卡色贝的年轻苏格兰人开始学习舞步。
方设,尽办,你看，你这人就是这样。我带你出来好好的逛一次街，而你就想方设法地要惹怒我。,你看，你这人就是这样。我带你出来好好的逛一次街，而你就想尽办法地要惹怒我。
集中,把所有,集中精力在一两个目标上(不要太多)，循序渐进地朝着这些目标奋斗。,把所有精力都放在一两个目标上(不要太多)，缓慢有序地朝着这些目标奋斗。
循,缓慢有,集中精力在一两个目标上(不要太多)，循序渐进地朝着这些目标奋斗。,把所有精力都放在一两个目标上(不要太多)，缓慢有序地朝着这些目标奋斗。
脚,做事认真,虽然这不总是有效的，但碰到困难时有时候你只需要低下头不管前方有多么艰难，脚踏实地的一步一步往前走就行了。,虽然这不总是有效的，但碰到困难时有时候你只需要低下头不管前方有多么艰难，做事认真踏实的一步一步往前走就行了。
甘情,里完全,除非你心甘情愿地让我再吻一次，而且不许用手绢擦。,除非你心里完全愿意地让我再吻一次，而且不许用手绢擦。
袖手,在一,哈哈，严肃一点说，我想我会问他是否介意我闯入了他的游戏——我会让他知道我没有像铁钩船长一样袖手旁观。,哈哈，严肃一点说，我想我会问他是否介意我闯入了他的游戏——我会让他知道我没有像铁钩船长一样在一旁观望。
酷无,漠苛刻，没有感,他说，我们不知道为什么要等这么长的时间才来人来救助，并问在中国的人们是不是冷酷无情。,他说，我们不知道为什么要等这么长的时间才来人来救助，并问在中国的人们是不是冷漠苛刻，没有感情。
思熟,入地反复地考,空调系统提供已经深思熟虑后去除挡风玻璃前的座位。,空调系统提供已经深入地反复地考虑后去除挡风玻璃前的座位。
司空,常,该项调查对简历中司空见惯的低级编造网开一面，而只考虑“重大美化”。,该项调查对简历中常见的低级编造表示宽容，而只考虑“重大美化”。
无所,闲着什么,然而，就业危机烦扰我们的同时，这些复苏幻觉却一直是无所事事的借口。,然而，就业危机烦扰我们的同时，这些复苏幻觉却一直是闲着什么事都不干的借口。
事,都不干,然而，就业危机烦扰我们的同时，这些复苏幻觉却一直是无所事事的借口。,然而，就业危机烦扰我们的同时，这些复苏幻觉却一直是闲着什么事都不干的借口。
无家可归和,被迫,太多的人被杀戮、致残、掩口、息声、羞辱、无家可归和流落天涯。,太多的人被杀戮、致残、掩口、息声、羞辱、被迫流浪。
落天涯,浪,太多的人被杀戮、致残、掩口、息声、羞辱、无家可归和流落天涯。,太多的人被杀戮、致残、掩口、息声、羞辱、被迫流浪。
如,像,不喜欢刻意交朋友，相信君子之交淡如水，如果欣赏和喜欢我。,不喜欢刻意交朋友，相信交情平淡像水不虚华，如果欣赏和喜欢我。
全神关,专,自我强迫进食或者是暴食，全神关注于食物和饮食，却感觉到不受控制，自尊心被削弱。,自我强迫进食或者是暴食，专注于食物和饮食，却感觉到不受控制，自尊心被削弱。
口出,如此,他是在提示哈帕，因为他们全凭记忆，在背这些话。你是何人，竟敢口出狂言？,他是在提示哈帕，因为他们全凭记忆，在背这些话。你是何人，竟敢如此狂妄？
言,妄,他是在提示哈帕，因为他们全凭记忆，在背这些话。你是何人，竟敢口出狂言？,他是在提示哈帕，因为他们全凭记忆，在背这些话。你是何人，竟敢如此狂妄？
凭,证据,小组认为这封信不足为凭。,小组认为这封信不足以作为证据。
面如,脸色看起来和,她进医院时面如死灰。,她进医院时脸色看起来和死人一样苍白。
