idiom,explanation,original_sentence,original_paraphrase
触目惊心,记忆尤新,我们战斗队经过四个月的艰苦努力，已经从全校教授、副教授的著作、论文、教材中找出他们是假权威的证据六百多条，真是触目惊心！,我们战斗队经过四个月的艰苦努力，已经从全校教授、副教授的著作、论文、教材中找出他们是假权威的证据六百多条，真是记忆尤新！
远走高飞,逃离,尽管老实讲得了，结了婚四个月，对家里又丑又凶的老婆早已厌倦了——压根儿就没爱过她——有机会远走高飞，为什么不换换新鲜空气。,尽管老实讲得了，结了婚四个月，对家里又丑又凶的老婆早已厌倦了——压根儿就没爱过她——有机会逃离，为什么不换换新鲜空气。
心血来潮,一冲动,东想西想，突然想到梅先生那批卖不掉的皮货成衣，再联想到台北开贸易行的几个好友，心血来潮，灵机一动，高兴得跳起来。,东想西想，突然想到梅先生那批卖不掉的皮货成衣，再联想到台北开贸易行的几个好友，一冲动，有办法，高兴得跳起来。
灵机一动,有办法,东想西想，突然想到梅先生那批卖不掉的皮货成衣，再联想到台北开贸易行的几个好友，心血来潮，灵机一动，高兴得跳起来。,东想西想，突然想到梅先生那批卖不掉的皮货成衣，再联想到台北开贸易行的几个好友，一冲动，有办法，高兴得跳起来。
喜气洋洋,得意,等一会儿吃面，不是吃我的，我又不出钱，”淑华喜气洋洋地说。,等一会儿吃面，不是吃我的，我又不出钱，”淑华得意地说。
七上八下,很慌乱,真是哪壶不开偏提哪壶，严守一心里虽然七上八下，但马上站起来掩饰，像这屋子装修出的伪格调一样，做出伪热情：,真是哪壶不开偏提哪壶，严守一心里虽然很慌乱，但马上站起来掩饰，像这屋子装修出的伪格调一样，做出伪热情：
同归于尽,自杀,杀了赵大头，李雪莲也等于同归于尽；不伤从上到下的官员的一根毫毛，反倒把他们解脱了。,杀了赵大头，李雪莲也等于自杀；不伤从上到下的官员的一根毫毛，反倒把他们解脱了。
林林总总,很多,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，林林总总，性能不同、款式不同，五花八门，令人眼花缭乱。,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，很多，性能不同、款式不同，花样繁多，令人看不过来。
眼花缭乱,看不过来,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，林林总总，性能不同、款式不同，五花八门，令人眼花缭乱。,中国的、美国的、德国的、俄罗斯的、巴基斯坦的，很多，性能不同、款式不同，花样繁多，令人看不过来。
哭笑不得,高兴又有些伤心,现在突然冒出一个卖豆腐的老杨，真把这话当事说，前来求亲，老秦有些哭笑不得。,现在突然冒出一个卖豆腐的老杨，真把这话当事说，前来求亲，老秦有些高兴又有些伤心。
束手无策,没有办法,而上帝到那时候一定是束手无策，想不出什么办法可以博得这个纵容坏了的孩子的欢心了。,而上帝到那时候一定是没有办法，想不出什么办法可以博得这个纵容坏了的孩子的欢心了。
低声下气,卑微,严酷的生活不得不使这位无产阶级革命家，也低声下气地来向“资本主义”求救了。,严酷的生活不得不使这位无产阶级革命家，也卑微地来向“资本主义”求救了。
天下第一,世界最,又有一个美貌王后，两人爱情也来得浓厚异常，故常自视为天下第一有福气人。,又有一个美貌王后，两人爱情也来得浓厚异常，故常自视为世界最有福气人。
一年半载,很长时间,想想看，假若再打一年半载，中国就能打胜，他的儿子岂不是就自幼儿成为太平时代的人？,想想看，假若再打很长时间，中国就能打胜，他的儿子岂不是就自幼儿成为太平时代的人？
杀人放火,犯罪,心里一个劲儿颠算：到底是多租几个钱好呢，还是一定不伺候杀人放火吃老鼠的中国人好呢？,心里一个劲儿颠算：到底是多租几个钱好呢，还是一定不伺候犯罪吃老鼠的中国人好呢？
富丽堂皇,豪气,“凤翥”、“龙翔”，不知道是哪位擅于辞藻的文人起下的富丽堂皇的街名，其实这只是两条丁字形的小小的横竖街。,“凤翥”、“龙翔”，不知道是哪位擅于辞藻的文人起下的豪气的街名，其实这只是两条丁字形的小小的横竖街。
豁然开朗,顿时清晰,这种反问批评者资格的思路，使我豁然开朗。,这种反问批评者资格的思路，使我顿时清晰。
土豪劣绅,恶势力,第一幅青天白日满地红的旗子在双桥镇上飘扬的时候，嚷得怪响亮，怪热闹，又怪认真的“打倒土豪劣绅”，确使曾沧海一惊，并且为万全计，也到上海住过几时。,第一幅白天满地红的旗子在双桥镇上飘扬的时候，嚷得怪响亮，怪热闹，又怪认真的“打倒恶势力”，确使曾沧海一惊，并且为万全计，也到上海住过几时。
无足轻重,没分量,他甚至有些后悔当初为了一个姑娘脱离赖和尚投奔李葫芦；现在姑娘没捞着，又落个无足轻重，这才是狐狸没打着，落下一身臊。,他甚至有些后悔当初为了一个姑娘脱离赖和尚投奔李葫芦；现在姑娘没捞着，又落个没分量，这才是狐狸没打着，落下一身臊。
披头散发,乱糟糟地被,明堂一伙人从后窗出来后就顺着村道跑，看见了老顺被几个金箍棒人扭着去支书家，正要去救，那几个人却忽地跑散，是来回披头散发撵了来，她的裤子几乎成了前后两块布，看着那几个人放下老顺跑了，就撩着前边的长吊布在掮，笑嘻嘻地说：是老娘把他们掮跑了！,明堂一伙人从后窗出来后就顺着村道跑，看见了老顺被几个金箍棒人扭着去支书家，正要去救，那几个人却忽地跑散，是来回乱糟糟地被撵了来，她的裤子几乎成了前后两块布，看着那几个人放下老顺跑了，就撩着前边的长吊布在掮，笑嘻嘻地说：是老娘把他们掮跑了！
海阔天空,一片光明,当改革开放国家开始强盛人民开始富裕后，才举头四顾知道了海阔天空，而社会发展又出现了瓶颈，改革急待于进一步深化，再看我们的文学是那样的尴尬和无奈。,当改革开放国家开始强盛人民开始富裕后，才举头四顾知道了一片光明，而社会发展又出现了瓶颈，改革急待于进一步深化，再看我们的文学是那样的尴尬和无奈。
左邻右舍,附近,左邻右舍的人都去看他是怎么倒转乾坤的，一直等待了三天三夜。,附近的人都去看他是怎么倒转乾坤的，一直等待了三天三夜。
冠冕堂皇,夸张,这表现在很多方面，如许多传统信为真且正的，上大人的冠冕堂皇的大言，以至自己的美妙遐想，昔日赞而叹之的，变为半信半疑，或干脆疑之了。,这表现在很多方面，如许多传统信为真且正的，上大人的夸张的大言，以至自己的美妙遐想，昔日赞而叹之的，变为有点怀疑，或干脆疑之了。
头头是道,很正确,问孔子，问老子，这巧问到我的本行，我给他答得头头是道，我又问他知不知道庄子，他又问我庄子不是一只蝴蝶儿吗？,问孔子，问老子，这巧问到我的本行，我给他答得很正确，我又问他知不知道庄子，他又问我庄子不是一只蝴蝶儿吗？
不折不扣,确确实实,这儿人起的也真早，“入暮旋收市，凌晨即品茶”，是不折不扣的实录。,这儿人起的也真早，“入暮旋收市，凌晨即品茶”，是确确实实的实录。
胸有成竹,十分自信,着，装傻，但胸有成竹；观望着，等待着，以静制动。,着，装傻，但十分自信；观望着，等待着，以静制动。
能说会道,十分善辩,老朱是个胖子，鲶鱼嘴，能说会道；人一胖，说话声音就高；老朱脾气又暴，得理不让人，宋解放在家里做不了主。,老朱是个胖子，鲶鱼嘴，十分善辩；人一胖，说话声音就高；老朱脾气又暴，得理不让人，宋解放在家里做不了主。
遮天盖地,很多,大家都抬头看天，天果然有些不妙，风利飕有劲，潮气很重，东北方向的天空像有千军万马在集结待命，乌压压，黑沉沉，仿佛只要一声令下，就会冲过来，就会遮天盖地。,大家都抬头看天，天果然有些不妙，风利飕有劲，潮气很重，东北方向的天空像有千万军马在集结待命，乌压压，黑沉沉，仿佛只要一声令下，就会冲过来，就会很多。
千言万语,很多话,泪夺眶而出，我感到似有千言万语可对儿子解说，但我只是牙痛般哼哼了一声：,泪，我感到似有很多话可对儿子解说，但我只是牙痛般哼哼了一声：
窃窃私语,悄悄说话,再往里去，灶间的后窗里，两个女人窃窃私语，眼睛瞟起一下，又瞟起一下，是母女俩在说媳妇和嫂嫂的坏话。,再往里去，灶间的后窗里，两个女人悄悄说话，眼睛瞟起一下，又瞟起一下，是母女俩在说媳妇和嫂嫂的坏话。
从头至尾,一直,而他却从头至尾一切听从妈妈的摆布，一点儿都没有察觉，他太傻了！,而他却一直一切听从妈妈的摆布，一点儿都没有察觉，他太傻了！
归根结底,总之,归根结底，在他童稚的好奇的心灵中，是想要弄清花儿是怎么开放的。,总之，在他童稚的好奇的心灵中，是想要弄清花儿是怎么开放的。
如火如荼,热烈,如果古希腊的圣贤们转世再生，一定会对现代人类道德水准如此之低而摇头叹息：在神圣的奥运会期间，全球各地的战争和杀戳依然如火如荼地进行……,如果古希腊的圣贤们转世再生，一定会对现代人类道德水准如此之低而叹气：在神圣的奥运会期间，全球各地的战争和杀戳依然热烈地进行……
痛哭流涕,悲愤至极点,然病国危时，岂痛哭流涕所能收效乎？,然病国危时，岂悲愤至极点所能收效乎？
海市蜃楼,一种自然光学现象,我看还是把它们全都看成海市蜃楼，然后独自行走。,我看还是把它们全都看成一种自然光学现象，然后独自行走。
两手空空,毫无收获,但这多少年来，庄稼人苦没少受，可年年下来常常两手空空。,但这多少年来，庄稼人苦没少受，可年年下来常常毫无收获。
五彩缤纷,颜色丰富,父亲急忙跑到院子里，看着爷爷双手端着铜盆，腰背佝偻，跌跌撞撞走到厕所的矮墙边，扬臂泼水，空中闪出一道五彩缤纷的瀑布，但顷刻就消失了。,父亲急忙跑到院子里，看着爷爷双手端着铜盆，腰背佝偻，跌跌撞撞走到厕所的矮墙边，扬臂泼水，空中闪出一道颜色丰富的瀑布，但顷刻就消失了。
光明正大,很磊落,我们光明正大，我们什么都不怕，老黑你负的是公伤，理,我们很磊落，我们什么都不怕，老黑你负的是公伤，理
