idiom,explanation,original_sentence,original_paraphrase
掩人耳目,伪装,如果要欺骗敌人，掩人耳目是必要的。,如果要欺骗敌人，伪装是必要的。
夸夸其谈,吹牛,除了夸夸其谈和伤心难过之外，我们从他那什么也得不到。,除了吹牛和伤心难过之外，我们从他那什么也得不到。
神清气爽,放松,我发觉在忏悔后感到神清气爽。,我发觉在忏悔后感到放松。
道貌岸然,假装严肃,这两个道貌岸然的国家当然可以自由选择它们自己的代表，即使这些代表碰巧是新保守主义者、福音派狂热信徒或鼓吹种族净化的种族主义者，正如以色列新的战略事务部部长阿维格多·利伯曼一样。,这两个假装严肃的国家当然可以自由选择它们自己的代表，即使这些代表碰巧是新保守主义者、福音派狂热信徒或鼓吹种族净化的种族主义者，正如以色列新的战略事务部部长阿维格多·利伯曼一样。
流言蜚语,没有根据的话,想到她采取的任何步骤都会造成流言蜚语，他心里更气恼了。,想到她采取的任何步骤都会造成没有根据的话，他心里更气恼了。
乱七八糟,毫无秩序及条理,你可以把孩子们从书房里赶出去，我不允许他们把一切弄得乱七八糟。,你可以把孩子们从书房里赶出去，我不允许他们把一切弄得毫无秩序及条理。
现在来看,目前，,至少现在来看美国深受经济衰退之累，房价一泻千里，银行奄奄一息，外国公司苦海无边，政治领袖乏善可陈，所有这些似乎都是衰落的前奏,至少目前，美国遭受经济衰退、房价暴跌、银行崩溃、灾难，外国企业很困难和政治领导的无用，所有这些似乎都是衰落的前奏
一泻千里,暴跌、,至少现在来看美国深受经济衰退之累，房价一泻千里，银行奄奄一息，外国公司苦海无边，政治领袖乏善可陈，所有这些似乎都是衰落的前奏,至少目前，美国遭受经济衰退、房价暴跌、银行崩溃、灾难，外国企业很困难和政治领导的无用，所有这些似乎都是衰落的前奏
奄奄一息,崩溃、灾难,至少现在来看美国深受经济衰退之累，房价一泻千里，银行奄奄一息，外国公司苦海无边，政治领袖乏善可陈，所有这些似乎都是衰落的前奏,至少目前，美国遭受经济衰退、房价暴跌、银行崩溃、灾难，外国企业很困难和政治领导的无用，所有这些似乎都是衰落的前奏
无所适从,不知道该做些什么,詹姆斯无所适从，惘然若失。,詹姆斯不知道该做些什么，感到迷茫。
惘然若失,感到迷茫,詹姆斯无所适从，惘然若失。,詹姆斯不知道该做些什么，感到迷茫。
阿谀谄媚,竭力讨好,充满野心勃勃、阿谀谄媚之人的庞大、腐败的官僚机构，既搞工作也搞麻烦。,充满野心、竭力讨好之人的庞大、腐败的官僚机构，既搞工作也搞麻烦。
深入骨髓,很严重,美只浅及皮毛，丑却深入骨髓。,美只浅及皮毛，丑却很严重
如临大敌,很谨慎,在准备上海“市政厅会议”时，官方亦如临大敌。,在准备上海“市政厅会议”时，官方亦很谨慎。
独出心裁,创新,这可能是技艺上的独出心裁，或者是一种有控制的混乱状态。,这可能是技艺上的创新，或者是一种有控制的混乱状态。
胡作非为,肆意做坏事,任河南布政司时，一些官僚权责，仗势胡作非为，他严加惩治，地方安宁。,任河南布政司时，一些官僚权责，仗势肆意做坏事，他严加惩治，地方安宁。
难免显得,是很,但史学家保罗普林斯顿在他的新书里称西班牙内战描述为是一场大屠杀难免显得牵强附会。,但是，正如保罗普莱斯顿（PaulPreston）在他最近的书中所说的那样，把它形容为一场大屠杀是很牵强的。
摇摇欲坠,仿佛快掉下来,德里克说“很显然现在多米诺骨牌已经在欧洲的桌面上摇摇欲坠了。”,德里克说“很显然现在多米诺骨牌已经在欧洲的桌面上仿佛快掉下来了。”
华而不实,表面好看内容空虚,他知道你在想什么：这份华而不实的工作不过就是喝口小酒、浏览下网页，对吧？,他知道你在想什么：这份表面好看内容空虚的工作不过就是喝口小酒、浏览下网页，对吧？
举世无双,十分稀有,它是中国地理的一部分，举世无双，无与伦比。,它是中国地理的一部分，十分稀有，没有可以比拟的。
记忆犹新,印象很清晰,首先，它们反常的举止往往会对市场心理产生强有力的影响，尤其是考虑到人们对2008年的市场状况记忆犹新。,首先，它们反常的举止往往会对市场心理产生强有力的影响，尤其是考虑到人们对2008年的市场状况印象很清晰。
闻所未闻,听到从来没有听说过的事,所以争议、吵闹、争执、肯定虚假、无把握的命题等等都是“慧骃”中闻所未闻的罪恶。,所以争议、吵闹、争执、肯定虚假、无把握的命题等等都是“慧骃”中听到从来没有听说过的事的罪恶。
成千上万,数量很多,成千上万的士兵和军官待命，随时准备为被洪水围困的平民提供救援。,数量很多的士兵和军官待命，随时准备为被洪水围困的平民提供救援。
大吃一惊,对发生的事感到十分意外,焦糖培根是我和妈妈一起做的。做起来很简单，但是效果确是让人大吃一惊。,焦糖培根是我和妈妈一起做的。做起来很简单，但是效果确是让人对发生的事感到十分意外。
可歌可泣,值得称赞,这场艰苦卓绝的抗震救灾斗争，涌现出无数感天动地、可歌可泣的英雄事迹，充分展现了中国人民不屈不挠、自强不息的伟大民族精神，谱写了气壮山河的壮丽篇章。,这场非常艰苦的抗震救灾斗争，涌现出无数非常感人、值得称赞的英雄事迹，充分展现了中国人民不屈服、自强的伟大民族精神，谱写了豪迈的壮丽篇章。
气壮山河,豪迈,这场艰苦卓绝的抗震救灾斗争，涌现出无数感天动地、可歌可泣的英雄事迹，充分展现了中国人民不屈不挠、自强不息的伟大民族精神，谱写了气壮山河的壮丽篇章。,这场非常艰苦的抗震救灾斗争，涌现出无数非常感人、值得称赞的英雄事迹，充分展现了中国人民不屈服、自强的伟大民族精神，谱写了豪迈的壮丽篇章。
良恭俭让,和,并非所有的机器人都是那么温良恭俭让的。,并非所有的机器人都是那么温和的。
看风使舵,灵活应变,他真会看风使舵，口吻也马上变得温和了。,他真会灵活应变，口吻也马上变得温和了。
闻所未闻,过听过,许多奇事，则见所未见，闻所未闻。,许多奇事，则从未见过听过。
逝者如斯,“所有这一切瞬间消失,"""逝者如斯，来者亦然。""",“所有这一切瞬间消失，所有这一切都将再次发生。”
来者亦然,所有这一切都将再次发生,"""逝者如斯，来者亦然。""",“所有这一切瞬间消失，所有这一切都将再次发生。”
画饼充饥,自我安慰,他禁不住想所有这些不过是“画饼充饥”的空话而已。,他禁不住想所有这些不过是“自我安慰”的空话而已！
高抬贵手,放过迈克尔·弗林一次,特朗普曾要求联邦调查局局长詹姆斯·科米在调查退休将军迈克尔·弗林的过程中高抬贵手。,特朗普曾要求联邦调查局局长詹姆斯·科米在调查退休将军迈克尔·弗林的过程中放过迈克尔·弗林一次。
惨淡经营,的状况非常不好，,在此形势下，许多书刊企业惨淡经营甚至亏损。,在这种情况下，许多书刊企业的状况非常不好，甚至亏损。
一颦一笑,所有表情,一颦一笑都那么的动人心魄，让人难舍难忘。,所有表情都那么的令人心动，让人难舍难忘。
拂袖而去,生气的离开,他说罢就拂袖而去，走出了卧室。,他说罢就生气的离开，走出了卧室。
乌七八糟,混乱,很多年前克鲁利就发现要想在这个乌七八糟的世界干点名扬四海的坏事越来越困难了。,很多年前克鲁利就发现要想在这个混乱的世界干点出名的坏事越来越困难了。
朗朗上口,好听,香港独立明星林一峰写了朗朗上口的歌曲，一个很酷的视频放到了优酷网上。,香港独立明星林一峰写了好听的歌曲，一个很酷的视频放到了优酷网上。。
矢志不移,坚定,我们赞扬原子能机构主任布列克斯先生和原子能机构秘书处继续矢志不移地进行的有效工作。,我们赞扬原子能机构主任布列克斯先生和原子能机构秘书处继续坚定地进行的有效工作。
日薄西山,不行,它是黑人的巫术，其最坏之处在于把有害思想植入受害者的意识之中-现在已日薄西山。,它是黑人的巫术，其最坏之处在于把有害思想植入受害者的意识之中-现在已不行。
具有开创,、先驱,有较强的分析能力，统计能力，具有开创精力，能吃苦耐劳，能适应适当的加班。,具有很强的分析能力、统计能力、先驱精神、勤奋、适应适当加班的能力。
作威作福,滥用职权,她有时会表现出作威作福的样子。,她有时会表现出滥用职权的样子。
天各一方,相隔遥远,诗歌理想席勒你要不忠地跟我分离，带走你的美妙的幻想，你的痛苦和你的欢喜，无情地跟我天各一方？逝者啊，难道无可挽留，哦，我一生的黄金时代,诗歌理想席勒你要不忠地跟我分离，带走你的美妙的幻想，你的痛苦和你的欢喜，无情地跟我相隔遥远？逝者啊，难道无可挽留，哦，我一生的宝贵时期
