src,dst,src_tokenized,dst_tokenized
看了看自己的手，那么白软的一对手，他无可如何的笑了笑。,看了看自己的手，那么白软的一对手，他无奈地笑了笑。,看 了 看 自 己 的 手 ， 那 么 白 软 的 一 对 手 ， 他 无 可 如 何 的 笑 了 笑 。,看 了 看 自 己 的 手 ， 那 么 白 软 的 一 对 手 ， 他 无 奈 地 笑 了 笑 。
对混世魔王来说，他最需要的是从模子里走一遭，从烈火中滚一遭。,对捣蛋鬼来说，他最需要的是从模子里走一遭，从烈火中滚一遭。,对 混 世 魔 王 来 说 ， 他 最 需 要 的 是 从 模 子 里 走 一 遭 ， 从 烈 火 中 滚 一 遭 。,对 捣 蛋 鬼 来 说 ， 他 最 需 要 的 是 从 模 子 里 走 一 遭 ， 从 烈 火 中 滚 一 遭 。
同时，读者为了想知道荷西最后是否拿得到汉斯欠他的那几千块美金的薪水，也就迫不及待地追看下去了。,同时，读者为了想知道荷西最后是否拿得到汉斯欠他的那几千块美金的薪水，也就着急地追看下去了。,同 时 ， 读 者 为 了 想 知 道 荷 西 最 后 是 否 拿 得 到 汉 斯 欠 他 的 那 几 千 块 美 金 的 薪 水 ， 也 就 迫 不 及 待 地 追 看 下 去 了 。,同 时 ， 读 者 为 了 想 知 道 荷 西 最 后 是 否 拿 得 到 汉 斯 欠 他 的 那 几 千 块 美 金 的 薪 水 ， 也 就 着 急 地 追 看 下 去 了 。
他们撑着雨伞，一路说说笑笑，通过一段早年间用横石片插起的长长的下坡路，不多时便纷纷消失在城市的大街小巷中。,他们撑着雨伞，一路说说笑笑，通过一段早年间用横石片插起的长长的下坡路，不多时便纷纷消失在城市的各个地方中。,他 们 撑 着 雨 伞 ， 一 路 说 说 笑 笑 ， 通 过 一 段 早 年 间 用 横 石 片 插 起 的 长 长 的 下 坡 路 ， 不 多 时 便 纷 纷 消 失 在 城 市 的 大 街 小 巷 中 。,他 们 撑 着 雨 伞 ， 一 路 说 说 笑 笑 ， 通 过 一 段 早 年 间 用 横 石 片 插 起 的 长 长 的 下 坡 路 ， 不 多 时 便 纷 纷 消 失 在 城 市 的 各 个 地 方 中 。
他们将我围住，恶作剧的戏笑起来，旁边两个他们一伙的女孩子，又是泥泞的鞋子就伸过来在我清洁的座位上一搁。,他们将我围住，捣蛋地戏笑起来，旁边两个他们一伙的女孩子，又是泥泞的鞋子就伸过来在我清洁的座位上一搁。,他 们 将 我 围 住 ， 恶 作 剧 的 戏 笑 起 来 ， 旁 边 两 个 他 们 一 伙 的 女 孩 子 ， 又 是 泥 泞 的 鞋 子 就 伸 过 来 在 我 清 洁 的 座 位 上 一 搁 。,他 们 将 我 围 住 ， 捣 蛋 地 戏 笑 起 来 ， 旁 边 两 个 他 们 一 伙 的 女 孩 子 ， 又 是 泥 泞 的 鞋 子 就 伸 过 来 在 我 清 洁 的 座 位 上 一 搁 。
我没有说一句假话，”春兰仗着她的主人在这里给她撑腰，理直气壮地说。,我没有说一句假话，”春兰仗着她的主人在这里给她撑腰，气势强地说。,我 没 有 说 一 句 假 话 ， ” 春 兰 仗 着 她 的 主 人 在 这 里 给 她 撑 腰 ， 理 直 气 壮 地 说 。,我 没 有 说 一 句 假 话 ， ” 春 兰 仗 着 她 的 主 人 在 这 里 给 她 撑 腰 ， 气 势 强 地 说 。
这个责任与困苦并不小，有朝一日被屠杀或被饿死，我陪侍着老人们一块儿死；我有两个弟弟在外面抗日，死我也可以瞑目了！,这个责任与困苦并不小，有一天被屠杀或被饿死，我陪侍着老人们一块儿死；我有两个弟弟在外面抗日，死我也可以瞑目了！,这 个 责 任 与 困 苦 并 不 小 ， 有 朝 一 日 被 屠 杀 或 被 饿 死 ， 我 陪 侍 着 老 人 们 一 块 儿 死 ； 我 有 两 个 弟 弟 在 外 面 抗 日 ， 死 我 也 可 以 瞑 目 了 ！,这 个 责 任 与 困 苦 并 不 小 ， 有 一 天 被 屠 杀 或 被 饿 死 ， 我 陪 侍 着 老 人 们 一 块 儿 死 ； 我 有 两 个 弟 弟 在 外 面 抗 日 ， 死 我 也 可 以 瞑 目 了 ！
棕色的泥渚突然间变了颜色，花花绿绿的鸭羽上闪烁着无数个变色的太阳，鸭群载着阳光，穿梭般蹒跚着。,棕色的泥渚突然间变了颜色，颜色繁多的鸭羽上闪烁着无数个变色的太阳，鸭群载着阳光，穿梭般蹒跚着。,棕 色 的 泥 渚 突 然 间 变 了 颜 色 ， 花 花 绿 绿 的 鸭 羽 上 闪 烁 着 无 数 个 变 色 的 太 阳 ， 鸭 群 载 着 阳 光 ， 穿 梭 般 蹒 跚 着 。,棕 色 的 泥 渚 突 然 间 变 了 颜 色 ， 颜 色 繁 多 的 鸭 羽 上 闪 烁 着 无 数 个 变 色 的 太 阳 ， 鸭 群 载 着 阳 光 ， 穿 梭 般 蹒 跚 着 。
先是扒榔头队人家的麦草集，那些人家的媳妇或老人就守住，百般求饶，哭哭啼啼，这已经差不多是下午了，大半天都没有吃饭，又饥又饿，再遇上这些人哭啼不断，红大刀的人心里长了草，而同时疥疮却肆意地痒起来，交裆都要快抓烂了，还是痒，有人就说：日他妈！,先是扒榔头队人家的麦草集，那些人家的媳妇或老人就守住，百般求饶，哭闹着，这已经差不多是下午了，大半天都没有吃饭，又饥又饿，再遇上这些人哭啼不断，红大刀的人心里长了草，而同时疥疮却肆意地痒起来，交裆都要快抓烂了，还是痒，有人就说：日他妈！,先 是 扒 榔 头 队 人 家 的 麦 草 集 ， 那 些 人 家 的 媳 妇 或 老 人 就 守 住 ， 百 般 求 饶 ， 哭 哭 啼 啼 ， 这 已 经 差 不 多 是 下 午 了 ， 大 半 天 都 没 有 吃 饭 ， 又 饥 又 饿 ， 再 遇 上 这 些 人 哭 啼 不 断 ， 红 大 刀 的 人 心 里 长 了 草 ， 而 同 时 疥 疮 却 肆 意 地 痒 起 来 ， 交 裆 都 要 快 抓 烂 了 ， 还 是 痒 ， 有 人 就 说 ： 日 他 妈 ！,先 是 扒 榔 头 队 人 家 的 麦 草 集 ， 那 些 人 家 的 媳 妇 或 老 人 就 守 住 ， 百 般 求 饶 ， 哭 闹 着 ， 这 已 经 差 不 多 是 下 午 了 ， 大 半 天 都 没 有 吃 饭 ， 又 饥 又 饿 ， 再 遇 上 这 些 人 哭 啼 不 断 ， 红 大 刀 的 人 心 里 长 了 草 ， 而 同 时 疥 疮 却 肆 意 地 痒 起 来 ， 交 裆 都 要 快 抓 烂 了 ， 还 是 痒 ， 有 人 就 说 ： 日 他 妈 ！
因为教主的来历到底与众不同，三十年代，他是上海明星公司的红星——这都是黑美郎打听出来的，黑美郎专喜欢往那些老导演的家里钻，拜他们的太太做干娘。,因为教主的来历到底很突出，三十年代，他是上海明星公司的红星——这都是黑美郎打听出来的，黑美郎专喜欢往那些老导演的家里钻，拜他们的太太做干娘。,因 为 教 主 的 来 历 到 底 与 众 不 同 ， 三 十 年 代 ， 他 是 上 海 明 星 公 司 的 红 星 — — 这 都 是 黑 美 郎 打 听 出 来 的 ， 黑 美 郎 专 喜 欢 往 那 些 老 导 演 的 家 里 钻 ， 拜 他 们 的 太 太 做 干 娘 。,因 为 教 主 的 来 历 到 底 很 突 出 ， 三 十 年 代 ， 他 是 上 海 明 星 公 司 的 红 星 — — 这 都 是 黑 美 郎 打 听 出 来 的 ， 黑 美 郎 专 喜 欢 往 那 些 老 导 演 的 家 里 钻 ， 拜 他 们 的 太 太 做 干 娘 。
一座座不动声色的山门，把人引向深深的远方，引向一片绿洲或一片石滩，似乎有一个人曾经在那里久久等待的地方。,一座座肃静的山门，把人引向深深的远方，引向一片绿洲或一片石滩，似乎有一个人曾经在那里久久等待的地方。,一 座 座 不 动 声 色 的 山 门 ， 把 人 引 向 深 深 的 远 方 ， 引 向 一 片 绿 洲 或 一 片 石 滩 ， 似 乎 有 一 个 人 曾 经 在 那 里 久 久 等 待 的 地 方 。,一 座 座 肃 静 的 山 门 ， 把 人 引 向 深 深 的 远 方 ， 引 向 一 片 绿 洲 或 一 片 石 滩 ， 似 乎 有 一 个 人 曾 经 在 那 里 久 久 等 待 的 地 方 。
“元首”是不声不响掏连里的厕所；“老肥”是清早一起来就抢扫帚把，有一天夜里还做好事，一人站了一夜岗，自己不休息，让同志们休息。,“元首”是毫无动静地掏连里的厕所；“老肥”是清早一起来就抢扫帚把，有一天夜里还做好事，一人站了一夜岗，自己不休息，让同志们休息。,“ 元 首 ” 是 不 声 不 响 掏 连 里 的 厕 所 ； “ 老 肥 ” 是 清 早 一 起 来 就 抢 扫 帚 把 ， 有 一 天 夜 里 还 做 好 事 ， 一 人 站 了 一 夜 岗 ， 自 己 不 休 息 ， 让 同 志 们 休 息 。,“ 元 首 ” 是 毫 无 动 静 地 掏 连 里 的 厕 所 ； “ 老 肥 ” 是 清 早 一 起 来 就 抢 扫 帚 把 ， 有 一 天 夜 里 还 做 好 事 ， 一 人 站 了 一 夜 岗 ， 自 己 不 休 息 ， 让 同 志 们 休 息 。
吴蔓玲只看了一眼，丢下了，丢得很重，兀自点了点头，重新回到堂屋，心里头却想，这个端方伙，就一本书，大惊小怪的。,吴蔓玲只看了一眼，丢下了，丢得很重，兀自点了点头，重新回到堂屋，心里头却想，这个端方伙，就一本书，有什么好惊讶的。,吴 蔓 玲 只 看 了 一 眼 ， 丢 下 了 ， 丢 得 很 重 ， 兀 自 点 了 点 头 ， 重 新 回 到 堂 屋 ， 心 里 头 却 想 ， 这 个 端 方 伙 ， 就 一 本 书 ， 大 惊 小 怪 的 。,吴 蔓 玲 只 看 了 一 眼 ， 丢 下 了 ， 丢 得 很 重 ， 兀 自 点 了 点 头 ， 重 新 回 到 堂 屋 ， 心 里 头 却 想 ， 这 个 端 方 伙 ， 就 一 本 书 ， 有 什 么 好 惊 讶 的 。
原来每一只船篷上那些在风中摇摇摆摆的诸色三角旗，已早告给那乡下人了。,原来每一只船篷上那些在风中摇摆的诸色三角旗，已早告给那乡下人了。,原 来 每 一 只 船 篷 上 那 些 在 风 中 摇 摇 摆 摆 的 诸 色 三 角 旗 ， 已 早 告 给 那 乡 下 人 了 。,原 来 每 一 只 船 篷 上 那 些 在 风 中 摇 摆 的 诸 色 三 角 旗 ， 已 早 告 给 那 乡 下 人 了 。
牛爱国将自己和庞丽娜的事，一五一十说了出来，是杀人，是离婚，让杜青海帮他拿主意。,牛爱国将自己和庞丽娜的事，毫无保留地说了出来，是杀人，是离婚，让杜青海帮他拿主意。,牛 爱 国 将 自 己 和 庞 丽 娜 的 事 ， 一 五 一 十 说 了 出 来 ， 是 杀 人 ， 是 离 婚 ， 让 杜 青 海 帮 他 拿 主 意 。,牛 爱 国 将 自 己 和 庞 丽 娜 的 事 ， 毫 无 保 留 地 说 了 出 来 ， 是 杀 人 ， 是 离 婚 ， 让 杜 青 海 帮 他 拿 主 意 。
来，然后，成群结队的绿豆如一道绿色的瀑布，倾泻到地上。,来，然后，成群的绿豆如一道绿色的瀑布，倾泻到地上。,来 ， 然 后 ， 成 群 结 队 的 绿 豆 如 一 道 绿 色 的 瀑 布 ， 倾 泻 到 地 上 。,来 ， 然 后 ， 成 群 的 绿 豆 如 一 道 绿 色 的 瀑 布 ， 倾 泻 到 地 上 。
他看见国光，自然先说几句普通的应酬话，装出若无其事的样子。,他看见国光，自然先说几句普通的应酬话，装出什么也没发生的样子。,他 看 见 国 光 ， 自 然 先 说 几 句 普 通 的 应 酬 话 ， 装 出 若 无 其 事 的 样 子 。,他 看 见 国 光 ， 自 然 先 说 几 句 普 通 的 应 酬 话 ， 装 出 什 么 也 没 发 生 的 样 子 。
总也感染到了离愁，班上有小朋友开始买了五颜六色的纪念册，在班上传来传去。,总也感染到了离愁，班上有小朋友开始买了各种花样的纪念册，在班上传来传去。,总 也 感 染 到 了 离 愁 ， 班 上 有 小 朋 友 开 始 买 了 五 颜 六 色 的 纪 念 册 ， 在 班 上 传 来 传 去 。,总 也 感 染 到 了 离 愁 ， 班 上 有 小 朋 友 开 始 买 了 各 种 花 样 的 纪 念 册 ， 在 班 上 传 来 传 去 。
不难想象，这一类真实的故事可以没完没了地讲下去，而一切走西口、闯全国的山西商人，心头都埋藏着无数这样的故事。,不难想象，这一类真实的故事可以一直地讲下去，而一切走西口、闯全国的山西商人，心头都埋藏着无数这样的故事。,不 难 想 象 ， 这 一 类 真 实 的 故 事 可 以 没 完 没 了 地 讲 下 去 ， 而 一 切 走 西 口 、 闯 全 国 的 山 西 商 人 ， 心 头 都 埋 藏 着 无 数 这 样 的 故 事 。,不 难 想 象 ， 这 一 类 真 实 的 故 事 可 以 一 直 地 讲 下 去 ， 而 一 切 走 西 口 、 闯 全 国 的 山 西 商 人 ， 心 头 都 埋 藏 着 无 数 这 样 的 故 事 。
燕秋这孩子真是过分了，眼里不谦虚就不谦虚吧，怎么说嘴上也不该不谦虚的!筱燕秋微笑着望着李雪芬，看着热气腾腾的李雪芬一点一点地凉下去。,燕秋这孩子真是过分了，眼里不谦虚就不谦虚吧，怎么说嘴上也不该不谦虚的!筱燕秋微笑着望着李雪芬，看着热情的李雪芬一点一点地凉下去。,燕 秋 这 孩 子 真 是 过 分 了 ， 眼 里 不 谦 虚 就 不 谦 虚 吧 ， 怎 么 说 嘴 上 也 不 该 不 谦 虚 的 ! 筱 燕 秋 微 笑 着 望 着 李 雪 芬 ， 看 着 热 气 腾 腾 的 李 雪 芬 一 点 一 点 地 凉 下 去 。,燕 秋 这 孩 子 真 是 过 分 了 ， 眼 里 不 谦 虚 就 不 谦 虚 吧 ， 怎 么 说 嘴 上 也 不 该 不 谦 虚 的 ! 筱 燕 秋 微 笑 着 望 着 李 雪 芬 ， 看 着 热 情 的 李 雪 芬 一 点 一 点 地 凉 下 去 。
我为此请教过一位心理学家，他当时兴致勃勃正盯着我妻最先端上桌的团鱼汤，只是嗯嗯呵呵了一阵。,我为此请教过一位心理学家，他当时兴奋正盯着我妻最先端上桌的团鱼汤，只是嗯嗯呵呵了一阵。,我 为 此 请 教 过 一 位 心 理 学 家 ， 他 当 时 兴 致 勃 勃 正 盯 着 我 妻 最 先 端 上 桌 的 团 鱼 汤 ， 只 是 嗯 嗯 呵 呵 了 一 阵 。,我 为 此 请 教 过 一 位 心 理 学 家 ， 他 当 时 兴 奋 正 盯 着 我 妻 最 先 端 上 桌 的 团 鱼 汤 ， 只 是 嗯 嗯 呵 呵 了 一 阵 。
心不惊，翅膀几乎不动，只让大气托著已可无声无息的翱翔。,心不惊，翅膀几乎不动，只让大气托著已可无声地翱翔。,心 不 惊 ， 翅 膀 几 乎 不 动 ， 只 让 大 气 托 著 已 可 无 声 无 息 的 翱 翔 。,心 不 惊 ， 翅 膀 几 乎 不 动 ， 只 让 大 气 托 著 已 可 无 声 地 翱 翔 。
女萝心想自己遇到了不喜欢看秧歌的知音了，便一阵手忙脚乱，给她搬了把椅子，并且泡了一壶香啧啧的热茶。,女萝心想自己遇到了不喜欢看秧歌的知音了，便一阵乱了阵脚，给她搬了把椅子，并且泡了一壶香啧啧的热茶。,女 萝 心 想 自 己 遇 到 了 不 喜 欢 看 秧 歌 的 知 音 了 ， 便 一 阵 手 忙 脚 乱 ， 给 她 搬 了 把 椅 子 ， 并 且 泡 了 一 壶 香 啧 啧 的 热 茶 。,女 萝 心 想 自 己 遇 到 了 不 喜 欢 看 秧 歌 的 知 音 了 ， 便 一 阵 乱 了 阵 脚 ， 给 她 搬 了 把 椅 子 ， 并 且 泡 了 一 壶 香 啧 啧 的 热 茶 。
她终于在一场不明不白的关系争斗中，被归属于败落的一派，从高空中跌落下来。,她终于在一场奇怪的关系争斗中，被归属于败落的一派，从高空中跌落下来。,她 终 于 在 一 场 不 明 不 白 的 关 系 争 斗 中 ， 被 归 属 于 败 落 的 一 派 ， 从 高 空 中 跌 落 下 来 。,她 终 于 在 一 场 奇 怪 的 关 系 争 斗 中 ， 被 归 属 于 败 落 的 一 派 ， 从 高 空 中 跌 落 下 来 。
这种关系只能用具体的事实来说明，而具体的事实就在他的心上与眼前——北平属了日本人，他的至亲好友就会死亡；他们的死亡不仅损失了他的金钱，而且使他看到更大的危险，大家都可以无缘无故死去的危险。,这种关系只能用具体的事实来说明，而具体的事实就在他的心上与眼前——北平属了日本人，他的亲戚和好友就会死亡；他们的死亡不仅损失了他的金钱，而且使他看到更大的危险，大家都可以奇怪死去的危险。,这 种 关 系 只 能 用 具 体 的 事 实 来 说 明 ， 而 具 体 的 事 实 就 在 他 的 心 上 与 眼 前 — — 北 平 属 了 日 本 人 ， 他 的 至 亲 好 友 就 会 死 亡 ； 他 们 的 死 亡 不 仅 损 失 了 他 的 金 钱 ， 而 且 使 他 看 到 更 大 的 危 险 ， 大 家 都 可 以 无 缘 无 故 死 去 的 危 险 。,这 种 关 系 只 能 用 具 体 的 事 实 来 说 明 ， 而 具 体 的 事 实 就 在 他 的 心 上 与 眼 前 — — 北 平 属 了 日 本 人 ， 他 的 亲 戚 和 好 友 就 会 死 亡 ； 他 们 的 死 亡 不 仅 损 失 了 他 的 金 钱 ， 而 且 使 他 看 到 更 大 的 危 险 ， 大 家 都 可 以 奇 怪 死 去 的 危 险 。
